,Actual,Prediticion
20916,525000.0,
6008,340000.0,[363002.71875]
1666,220000.0,[466786.0625]
9524,490000.0,
5353,364250.0,[611579.5625]
13358,690000.0,
2216,327000.0,[415840.53125]
11303,663000.0,
12944,345000.0,
18367,1140000.0,
12844,799950.0,
2871,302000.0,[1286752.875]
17748,488800.0,
19867,400000.0,
14106,600000.0,
17555,545400.0,
7756,375000.0,
37,640000.0,[326806.5625]
11398,1705000.0,
18898,325000.0,
9009,355000.0,
21468,649500.0,
14110,407185.0,
15207,250000.0,
9789,900000.0,
19958,950000.0,
14558,357500.0,
6219,640000.0,[411220.375]
9219,307150.0,
474,859900.0,[1295390.25]
11410,560000.0,
20767,2300000.0,
2731,283000.0,[674386.3125]
7453,292000.0,
471,868700.0,[272160.75]
20085,1060000.0,
1603,703770.0,[472211.46875]
19498,344000.0,
13513,850000.0,
1008,540000.0,[473958.5625]
11467,615000.0,
14140,307300.0,
21336,559630.0,
11290,857000.0,
19346,160000.0,
1562,602500.0,[732458.5625]
8603,279000.0,
12692,470000.0,
3394,553650.0,[385698.625]
15988,825000.0,
15727,799950.0,
8875,310000.0,
18465,799000.0,
15864,237500.0,
4844,210000.0,[379683.4375]
1281,345000.0,[642390.625]
7864,285000.0,
15943,305000.0,
343,309600.0,[353032.0625]
384,1350000.0,[472812.75]
7360,907000.0,
12948,890000.0,
21154,963000.0,
10411,379950.0,
13030,320000.0,
3411,459500.0,[727633.0]
17273,305000.0,
3280,527000.0,[305060.6875]
3162,720000.0,[255742.0]
4256,261500.0,[416028.46875]
1261,995000.0,[886729.75]
13711,440000.0,
6471,1153000.0,[274464.5625]
5896,513000.0,[925027.6875]
3887,425000.0,[436226.09375]
19094,307700.0,
19021,346500.0,
4936,440000.0,[336550.4375]
1016,520000.0,[393688.75]
5987,316500.0,[246426.25]
20584,492000.0,
9239,650000.0,
21488,890776.0,
5967,2725000.0,[484922.34375]
16787,240000.0,
21421,374950.0,
13169,435000.0,
15106,525000.0,
2622,606000.0,[478847.8125]
15305,275000.0,
4886,350000.0,[518956.875]
11381,355000.0,
11978,739000.0,
6764,198000.0,
8572,287000.0,
3613,563000.0,[225119.9375]
316,487000.0,[589238.1875]
15600,558000.0,
1799,465000.0,[510943.875]
6389,600000.0,[489394.03125]
10531,545000.0,
10118,319000.0,
2145,415000.0,[280763.0]
6660,414999.0,
4453,470000.0,[907423.1875]
8592,955990.0,
13156,637000.0,
11906,810000.0,
7554,322500.0,
2880,599950.0,[288322.71875]
18994,351000.0,
17464,389950.0,
1107,609850.0,[474047.6875]
14935,395000.0,
13619,427500.0,
5338,303500.0,[670207.5625]
19897,545000.0,
9537,440000.0,
15308,492000.0,
7030,415000.0,
18552,720000.0,
5031,266000.0,[436820.53125]
7255,350000.0,
16240,650000.0,
11027,408000.0,
11184,225000.0,
4853,840000.0,[458658.34375]
15714,440000.0,
12069,404500.0,
11965,239950.0,
19866,415000.0,
14054,344000.0,
18885,380000.0,
18271,238000.0,
5207,500000.0,[459892.0625]
6115,310000.0,[374533.375]
13431,485000.0,
18990,550000.0,
16380,629950.0,
5909,497000.0,[1052253.125]
8999,552500.0,
11796,170000.0,
7684,355000.0,
9985,632750.0,
17715,775000.0,
13173,220000.0,
19580,794154.0,
2560,612000.0,[1624988.375]
15619,329950.0,
20278,803100.0,
7679,639500.0,
16220,261500.0,
16259,225000.0,
15048,475000.0,
4466,415000.0,[178402.84375]
11835,635000.0,
15982,652600.0,
9952,453500.0,
10431,495000.0,
4253,845000.0,[495750.3125]
6011,495000.0,[224638.84375]
5092,823000.0,[356238.8125]
3145,580000.0,[739183.5625]
1985,500000.0,[269307.84375]
2972,435000.0,[465703.40625]
20115,535000.0,
15817,380000.0,
432,1000000.0,[362379.25]
5957,731000.0,[265201.5625]
11679,840000.0,
111,570000.0,[492434.15625]
14808,1050000.0,
15828,2480000.0,
19095,665000.0,
6621,470000.0,
9617,240000.0,
9716,489000.0,
21501,1150000.0,
14964,730000.0,
2300,357000.0,[389215.5625]
15465,610000.0,
20283,380000.0,
14499,479000.0,
4122,282000.0,[532583.0625]
12090,550000.0,
19086,774900.0,
21036,730000.0,
14664,454800.0,
11617,275000.0,
10177,1400000.0,
13771,325000.0,
5377,610000.0,[254314.0625]
4632,403000.0,[1156078.375]
16700,580000.0,
6140,780000.0,[924188.1875]
21576,3567000.0,
11688,597500.0,
16789,230000.0,
13686,265000.0,
6436,625000.0,[342098.0625]
11511,760000.0,
20348,349950.0,
207,425000.0,[748551.5]
4221,379260.0,[225802.34375]
321,520000.0,[1146163.875]
3767,84000.0,[567169.0625]
2901,311000.0,[1664488.375]
4089,135000.0,[390334.125]
17061,272000.0,
864,280000.0,[581071.9375]
16475,431000.0,
18414,784500.0,
6996,359500.0,
2092,398500.0,[231289.875]
2367,1101000.0,[436041.0625]
18326,215000.0,
10409,269000.0,
12336,1186040.0,
13852,390000.0,
3863,432000.0,[455399.9375]
15369,825000.0,
6544,532500.0,
11087,880000.0,
21232,312000.0,
19419,779950.0,
407,278500.0,[481389.5625]
17873,335000.0,
7669,1112750.0,
1817,1315000.0,[246941.265625]
2676,820000.0,[736270.3125]
6628,850000.0,
16473,269000.0,
12204,1300000.0,
914,324000.0,[395113.78125]
9879,1738000.0,
19377,244000.0,
6723,480000.0,
3985,354000.0,[706668.0]
5476,329950.0,[320041.3125]
6478,417500.0,[519500.875]
7474,460000.0,
21188,646800.0,
17819,184900.0,
14277,435000.0,
9460,258000.0,
12809,335000.0,
3714,640000.0,[361740.75]
13047,469000.0,
2504,475000.0,[650081.4375]
180,260000.0,[706575.125]
9499,860000.0,
12893,335000.0,
9376,600000.0,
16621,470000.0,
9482,165000.0,
12140,450000.0,
9000,1050000.0,
19535,529950.0,
5780,550000.0,[1465232.75]
4025,1010000.0,[226209.828125]
21582,490000.0,
15965,360000.0,
5734,400000.0,[244823.5625]
19394,445000.0,
7966,355500.0,
4941,635000.0,[336446.0]
4087,515000.0,[523634.46875]
15262,360000.0,
673,865000.0,[433785.4375]
17240,1457000.0,
18933,254999.0,
6156,375000.0,[489520.9375]
7858,475000.0,
4663,409000.0,[559707.6875]
7503,549000.0,
18686,699950.0,
8645,329950.0,
12807,538000.0,
14191,199950.0,
3762,524500.0,[439459.8125]
6356,239950.0,[584103.25]
8064,417000.0,
7353,304000.0,
2893,425000.0,[542905.875]
9965,485000.0,
20055,353000.0,
941,315000.0,[478492.09375]
12014,185000.0,
1694,326000.0,[703037.5625]
2896,1250000.0,[463261.375]
9308,779000.0,
2161,332000.0,[579271.875]
17462,474800.0,
17835,555000.0,
7550,1485000.0,
11280,500000.0,
13979,400000.0,
12771,363500.0,
19423,320000.0,
645,240000.0,[792851.0625]
13412,829000.0,
16665,442000.0,
1565,828500.0,[651110.0625]
12412,570000.0,
6970,736500.0,
374,297000.0,[387956.375]
8599,635000.0,
16079,385000.0,
19235,700000.0,
5186,750000.0,[221743.625]
7348,554000.0,
14769,550000.0,
5199,710000.0,[544230.1875]
9121,255000.0,
12874,255000.0,
5536,681000.0,[531408.75]
1379,520000.0,[541573.5625]
20103,460458.0,
16808,620000.0,
15879,330000.0,
65,317625.0,[272479.34375]
13166,379880.0,
19784,679950.0,
18600,192000.0,
12487,585000.0,
598,515000.0,[403149.53125]
15832,330000.0,
8262,212000.0,
10514,342000.0,
19773,399000.0,
20380,500000.0,
13600,364000.0,
1187,545000.0,[647624.9375]
5453,483000.0,[236215.15625]
17035,710000.0,
10238,730000.0,
15933,525000.0,
15701,619000.0,
15888,899950.0,
7328,345000.0,
15447,257000.0,
707,550000.0,[303429.4375]
965,335000.0,[427040.25]
8673,1090000.0,
13663,360000.0,
19697,290750.0,
20818,1250000.0,
20122,635000.0,
13949,990000.0,
13291,605000.0,
16178,257000.0,
1075,320000.0,[460966.96875]
4272,912000.0,[323239.78125]
5216,250000.0,[677293.8125]
2476,340000.0,[371997.9375]
19438,375000.0,
5433,1740000.0,[559073.3125]
17036,875000.0,
12303,575000.0,
10736,455000.0,
9895,352000.0,
17689,605000.0,
750,329999.0,[503627.59375]
19323,2160000.0,
15139,390000.0,
16073,750000.0,
1309,533000.0,[318917.21875]
8253,267500.0,
14188,385000.0,
7124,378500.0,
304,315000.0,[392758.65625]
2661,225000.0,[703194.5625]
15556,439950.0,
9302,560000.0,
9613,730000.0,
12387,979500.0,
5662,898000.0,[243896.390625]
7380,1070000.0,
5232,438500.0,[777467.8125]
4814,285000.0,[379139.0]
10619,799000.0,
11428,464000.0,
6193,450000.0,[342386.4375]
6224,606000.0,[574927.875]
18717,199990.0,
7037,310000.0,
1147,510000.0,[307195.9375]
21369,455950.0,
1102,285000.0,[669603.9375]
20277,308000.0,
47,785000.0,[624164.5]
7392,584999.0,
1780,712000.0,[588634.4375]
19735,484259.0,
2720,320000.0,[373296.125]
14408,305000.0,
16913,655000.0,
8752,426250.0,
17994,320000.0,
12386,395000.0,
665,331000.0,[475768.09375]
12041,312500.0,
9711,510000.0,
20387,580000.0,
7232,375000.0,
2495,660000.0,[440529.625]
10418,242500.0,
12909,334009.0,
3600,248000.0,[262332.4375]
13459,611000.0,
15179,500000.0,
13789,302500.0,
7635,265000.0,
2858,1835000.0,[475548.125]
10596,525000.0,
1296,925000.0,[668971.5625]
12101,348500.0,
19559,400000.0,
13336,585000.0,
13660,399000.0,
5484,765000.0,[916507.0]
5366,220000.0,[572260.3125]
2171,342500.0,[406310.3125]
3514,1250000.0,[1090693.125]
146,890000.0,[429614.125]
18375,952500.0,
11917,406250.0,
10794,495000.0,
4858,382500.0,[328460.3125]
16357,742500.0,
7948,200000.0,
14421,115000.0,
13573,1000000.0,
760,565000.0,[481711.59375]
18860,680000.0,
1737,189950.0,[272942.375]
17124,770000.0,
1982,402500.0,[531026.5]
4249,722000.0,[410294.5625]
5259,199990.0,[241016.6875]
11904,520000.0,
14937,187000.0,
10701,499950.0,
11772,615000.0,
20323,672000.0,
6132,700000.0,[260433.984375]
20198,775000.0,
18509,705640.0,
1017,475000.0,[279948.15625]
15116,430000.0,
2508,620000.0,[292941.3125]
10193,260000.0,
3960,410000.0,[164600.46875]
11408,568000.0,
20261,834995.0,
17883,379000.0,
11393,213400.0,
1714,799000.0,[515450.0]
17775,515000.0,
20207,454950.0,
10268,1245000.0,
19203,727500.0,
16040,226000.0,
11655,550000.0,
10055,375000.0,
17304,390000.0,
9020,489990.0,
6780,292000.0,
16599,710000.0,
16707,255000.0,
4269,199500.0,[531308.3125]
17016,760369.0,
3228,350000.0,[843742.6875]
17709,1080000.0,
5706,798000.0,[419463.4375]
12075,156000.0,
13064,542500.0,
11443,630000.0,
12573,370000.0,
4956,611000.0,[185488.4375]
17779,900000.0,
18102,217450.0,
6980,355000.0,
6458,998160.0,[464475.1875]
3452,1234570.0,[669672.6875]
13460,475999.0,
19479,850000.0,
3905,455000.0,[693319.8125]
14114,275000.0,
6741,430000.0,
3115,387000.0,[514950.09375]
3310,400000.0,[405971.34375]
21055,471275.0,
4506,303000.0,[5157675.0]
11374,495000.0,
2684,315500.0,[535043.9375]
625,289500.0,[438428.09375]
7146,721000.0,
20481,416000.0,
17413,630100.0,
6642,415000.0,
2282,429500.0,[450701.9375]
3718,1240000.0,[991839.1875]
6343,260000.0,[999468.5625]
19741,660000.0,
15966,630000.0,
388,403950.0,[353903.375]
18295,425000.0,
1552,265900.0,[422583.03125]
16895,315000.0,
14699,526500.0,
4700,670000.0,[265589.875]
13801,320000.0,
11602,1110000.0,
8602,600000.0,
17317,451000.0,
15975,475000.0,
2060,272500.0,[504800.1875]
1814,589000.0,[637741.8125]
17831,600000.0,
5497,230000.0,[214947.34375]
11909,1288000.0,
6247,400000.0,[241142.59375]
7786,305000.0,
9587,675000.0,
19924,380000.0,
7522,470000.0,
13195,525000.0,
6643,639500.0,
1409,425000.0,[347596.625]
9269,500000.0,
13616,384205.0,
7140,393000.0,
17950,289000.0,
13027,825000.0,
10650,415000.0,
9066,685000.0,
18667,526500.0,
20268,611000.0,
1207,651000.0,[542401.5]
12694,290000.0,
3361,160000.0,[319641.4375]
6439,445000.0,[922812.0]
9885,505000.0,
96,247500.0,[596498.25]
7972,268000.0,
222,527000.0,[334609.375]
9760,260000.0,
6526,585000.0,
19420,557000.0,
16084,465000.0,
11497,580000.0,
8037,775000.0,
7090,587206.0,
3379,415000.0,[256018.390625]
4898,245000.0,[617346.375]
16655,395000.0,
7986,1290000.0,
2442,485000.0,[478883.34375]
12843,498000.0,
4641,898000.0,[333901.25]
520,288000.0,[416616.9375]
11784,240000.0,
5425,525000.0,[785120.4375]
3096,285000.0,[553353.25]
17701,356000.0,
3619,122000.0,[305715.875]
16041,390000.0,
12229,525000.0,
12033,1260000.0,
5149,489000.0,[283729.21875]
9116,399990.0,
17334,515000.0,
95,905000.0,[997397.6875]
7644,1445000.0,
14103,405000.0,
10621,449500.0,
17976,360000.0,
6462,360000.0,[625107.6875]
11840,305495.0,
11207,1381000.0,
6450,449950.0,[1514786.625]
4229,486700.0,[214002.625]
4799,227500.0,[656849.9375]
14811,1180000.0,
15967,615000.0,
21499,850000.0,
14577,505000.0,
19198,699999.0,
1488,514000.0,[1068820.625]
15997,415000.0,
9230,610000.0,
9459,569950.0,
2868,763101.0,[331916.0625]
11748,2200000.0,
14831,295000.0,
19393,330000.0,
13610,565000.0,
9350,295000.0,
6076,237000.0,[645176.8125]
2046,1568000.0,[598311.1875]
20955,419190.0,
8152,1865000.0,
11877,289900.0,
7995,259900.0,
21356,345000.0,
17560,879000.0,
16057,560000.0,
5480,864000.0,[435926.75]
11152,535000.0,
3180,850000.0,[260268.46875]
13364,234300.0,
7153,530000.0,
5647,619950.0,[202944.1875]
8545,752000.0,
5352,407000.0,[301243.3125]
5691,241400.0,[745404.4375]
19966,320000.0,
9532,275000.0,
8436,285000.0,
17410,425000.0,
18253,400000.0,
9200,250000.0,
21583,399950.0,
11017,710000.0,
5555,434000.0,[364065.3125]
20849,329950.0,
2314,1400000.0,[599252.1875]
883,720000.0,[645336.9375]
3951,550000.0,[698154.1875]
5171,169000.0,[248637.859375]
12705,1350000.0,
12268,350000.0,
4568,370000.0,[310411.625]
8495,264950.0,
19821,480000.0,
8442,200000.0,
3518,328950.0,[745050.9375]
1290,350000.0,[1237106.375]
4685,765000.0,[374408.125]
7343,1535000.0,
4614,285000.0,[384876.375]
8238,585000.0,
10575,280000.0,
6377,800000.0,[535294.4375]
16900,355000.0,
1997,180000.0,[446120.15625]
11016,436500.0,
585,330000.0,[294426.65625]
17531,249000.0,
2261,273000.0,[529412.3125]
6042,230000.0,[500978.40625]
15591,790000.0,
8231,480000.0,
17609,535000.0,
11514,676000.0,
11455,496700.0,
534,204000.0,[301270.40625]
19252,250000.0,
12916,936000.0,
5547,340000.0,[342382.875]
18226,2475000.0,
21032,500000.0,
1306,847000.0,[810176.375]
10080,270000.0,
8334,358000.0,
9756,374950.0,
11495,455000.0,
10526,1565000.0,
3504,569000.0,[403074.125]
1576,140000.0,[672770.25]
16395,361500.0,
18258,260000.0,
19025,400000.0,
2402,322500.0,[323050.34375]
19969,850000.0,
10025,230000.0,
1381,234000.0,[182413.609375]
13361,568000.0,
4011,314950.0,[595169.875]
765,560000.0,[766969.125]
7851,335000.0,
16731,468000.0,
14506,435000.0,
19923,452950.0,
2864,3600000.0,[311519.0625]
9001,230000.0,
18793,2680000.0,
6549,260000.0,
9081,679000.0,
20185,429900.0,
6325,325000.0,[268511.875]
5212,195000.0,[548537.3125]
6304,670000.0,[695115.5625]
1064,275000.0,[1950220.625]
11231,295000.0,
13994,370000.0,
5026,576000.0,[1212675.875]
13929,409950.0,
8306,549000.0,
1468,400000.0,[354005.65625]
7849,169900.0,
19732,220000.0,
6930,985000.0,
2005,276900.0,[1139388.625]
15783,525000.0,
9504,347500.0,
12528,209977.0,
21284,716000.0,
14341,600000.0,
1070,470500.0,[358014.28125]
18034,585000.0,
586,640000.0,[273209.375]
14213,403000.0,
6866,1060000.0,
2849,341000.0,[358812.125]
1097,453500.0,[499905.125]
16920,420000.0,
9955,396000.0,
1774,210000.0,[610946.8125]
9505,525000.0,
14712,239950.0,
8328,1218000.0,
10975,770000.0,
11701,523000.0,
21126,545000.0,
20989,580000.0,
509,1485000.0,[678335.0625]
4897,310000.0,[290029.5]
20158,205000.0,
11961,590000.0,
18588,1100000.0,
204,274250.0,[319223.28125]
13345,1100000.0,
223,325000.0,[567447.1875]
10187,510000.0,
1046,465000.0,[441172.3125]
17217,410000.0,
18692,537000.0,
15750,485000.0,
14975,972000.0,
3737,460000.0,[277478.09375]
21273,775000.0,
18030,412000.0,
13082,358000.0,
15873,840000.0,
18973,560000.0,
19240,450000.0,
2958,900000.0,[406669.53125]
4315,834500.0,[214080.0625]
19320,746000.0,
6294,265953.0,[404256.4375]
3384,2544750.0,[229254.15625]
6005,300000.0,[482045.0625]
13406,538000.0,
5211,895000.0,[184818.25]
7862,330000.0,
9389,201500.0,
14377,585000.0,
14856,459000.0,
20601,540000.0,
8816,1100000.0,
8648,692000.0,
17428,345000.0,
13705,490000.0,
11139,660000.0,
4769,480000.0,[577633.8125]
20935,577450.0,
5812,652000.0,[795291.0]
19795,369000.0,
5471,810000.0,[690200.0625]
15918,960000.0,
10443,400000.0,
6501,1940000.0,
17329,209950.0,
9273,200000.0,
21389,418500.0,
17816,600000.0,
10717,555000.0,
8234,621000.0,
4306,649950.0,[603937.5]
9911,400000.0,
10544,570000.0,
10495,347500.0,
10417,359000.0,
14369,570000.0,
9201,272950.0,
17951,411000.0,
3958,1145000.0,[534766.6875]
18251,339900.0,
1054,620000.0,[280411.21875]
4653,296000.0,[299437.5625]
4545,530000.0,[577563.625]
18899,682000.0,
1832,550000.0,[476981.125]
9750,885000.0,
21052,1075000.0,
9707,229950.0,
20746,391500.0,
7655,702000.0,
8582,520000.0,
17528,160000.0,
9272,465000.0,
14503,675000.0,
264,369900.0,[940129.75]
11353,289000.0,
10107,255000.0,
12260,495000.0,
11436,216650.0,
3067,325000.0,[839868.4375]
18124,253400.0,
61,289000.0,[647100.8125]
13757,199950.0,
258,255000.0,[512627.125]
1511,390000.0,[662964.3125]
19701,657000.0,
12660,379950.0,
4001,645000.0,[2042591.25]
14815,660000.0,
2513,685000.0,[243461.8125]
6190,445000.0,[447868.5625]
5650,672500.0,[476073.9375]
19700,425000.0,
5561,1150000.0,[544863.8125]
17190,450000.0,
8107,330000.0,
2785,401000.0,[795730.0]
10152,670000.0,
19485,299000.0,
15101,1034500.0,
2988,590000.0,[297728.28125]
7979,590000.0,
1117,624000.0,[738815.3125]
4801,410000.0,[643021.625]
21128,718500.0,
17721,845000.0,
20638,261000.0,
9690,260750.0,
14754,327000.0,
6361,852000.0,[240566.625]
4481,520000.0,[871197.8125]
10398,285000.0,
4364,318000.0,[411587.78125]
21475,330000.0,
13666,612000.0,
13941,269950.0,
1988,627500.0,[232331.03125]
12457,540000.0,
7452,479000.0,
20145,309000.0,
16146,437400.0,
3481,415000.0,[1358182.125]
12329,895000.0,
10612,340000.0,
11342,343500.0,
2240,310000.0,[493136.65625]
14135,260000.0,
15475,525000.0,
3691,179950.0,[878858.0625]
7461,1170000.0,
14785,825000.0,
10261,490000.0,
6209,435000.0,[472139.15625]
8031,399000.0,
17539,533300.0,
12624,435000.0,
16959,626000.0,
3979,218000.0,[588105.3125]
4869,950000.0,[365629.5625]
7767,195000.0,
15650,247200.0,
5017,219950.0,[400880.78125]
10711,335000.0,
310,834000.0,[393998.75]
5335,270000.0,[644338.9375]
8998,320000.0,
12253,465000.0,
20743,355000.0,
2359,262000.0,[276997.65625]
17301,475000.0,
10365,599900.0,
17095,1475000.0,
17022,414050.0,
9082,473000.0,
21119,769995.0,
15206,471000.0,
5726,339000.0,[865516.8125]
16071,340000.0,
8729,587100.0,
2577,231500.0,[321863.15625]
19507,445000.0,
11114,536000.0,
21254,729950.0,
890,740000.0,[1056273.125]
5917,750000.0,[479463.6875]
5598,362000.0,[600978.0625]
16630,429950.0,
5337,474000.0,[398212.9375]
10817,1688000.0,
17385,725000.0,
15133,245500.0,
13586,502000.0,
21221,259000.0,
4016,521450.0,[212077.578125]
5399,359950.0,[559769.1875]
16847,820000.0,
7712,775000.0,
7545,915000.0,
4158,720000.0,[485892.25]
17476,463828.0,
20791,760005.0,
6239,200000.0,[340962.1875]
11989,681500.0,
19076,191000.0,
2152,605000.0,[738286.0]
6949,265000.0,
12591,1075000.0,
5637,450000.0,[366376.375]
18790,465000.0,
15907,339300.0,
17538,425000.0,
19722,673000.0,
17058,637500.0,
15491,665000.0,
6812,385000.0,
12883,472500.0,
2574,630000.0,[257372.4375]
5360,445000.0,[308676.5]
16501,335000.0,
4460,507000.0,[371134.09375]
684,400000.0,[207540.4375]
9863,378000.0,
10071,579000.0,
8640,225000.0,
2860,929000.0,[309107.15625]
16609,275000.0,
14129,366000.0,
21127,365000.0,
19309,270000.0,
13599,654500.0,
13561,500000.0,
11191,394000.0,
10930,357000.0,
10882,600000.0,
4623,1130000.0,[784414.0625]
14460,346000.0,
5782,595000.0,[626719.1875]
6231,449000.0,[760250.5]
7103,515000.0,
11788,957000.0,
15333,497500.0,
14348,314000.0,
4022,430000.0,[341991.90625]
13154,385000.0,
2551,425000.0,[447599.875]
6416,238950.0,[899173.5]
20510,560000.0,
6332,430000.0,[847917.125]
3715,240000.0,[516715.0]
7784,400000.0,
3107,400000.0,[825626.6875]
10446,3400000.0,
18119,456000.0,
400,557000.0,[392317.875]
6144,273000.0,[584592.5625]
5800,450000.0,[1303731.25]
8993,459900.0,
3241,350000.0,[359444.96875]
2138,400000.0,[499147.21875]
15181,415000.0,
17408,557000.0,
6296,535000.0,[630656.5625]
18163,660500.0,
9399,879000.0,
12966,550000.0,
19505,518000.0,
6614,340000.0,
12832,400000.0,
3140,178500.0,[284637.4375]
12150,339000.0,
19443,595000.0,
17987,300000.0,
9534,395000.0,
13307,340000.0,
11830,399000.0,
8612,340000.0,
7422,250000.0,
8252,433000.0,
4944,625000.0,[384287.6875]
9721,649950.0,
7070,875000.0,
12647,361500.0,
20540,375000.0,
12996,260000.0,
15680,799990.0,
10931,235000.0,
143,420000.0,[203734.40625]
8475,563000.0,
4437,448000.0,[280160.71875]
20690,370000.0,
3387,350000.0,[563978.3125]
6893,900000.0,
11585,560000.0,
1709,550000.0,[514503.8125]
11834,319000.0,
1195,632000.0,[295467.6875]
18477,3300000.0,
6089,150000.0,[440721.5]
530,270500.0,[422813.125]
879,185000.0,[286386.6875]
3974,450000.0,[434422.1875]
12873,245000.0,
961,385000.0,[332918.375]
12861,240000.0,
246,2400000.0,[361111.625]
7707,500000.0,
215,280000.0,[412590.5]
14055,510000.0,
3578,405000.0,[567815.9375]
13112,360000.0,
17695,250000.0,
12708,475200.0,
4107,698000.0,[390782.75]
1770,2350000.0,[991475.8125]
16224,215000.0,
6796,502550.0,
16256,400000.0,
5271,657500.0,[330834.0625]
11698,315000.0,
19456,278000.0,
11951,350000.0,
13628,105500.0,
12574,184000.0,
15866,495000.0,
21428,365000.0,
6900,502700.0,
9584,340000.0,
18447,705000.0,
3969,335000.0,[1469529.875]
4857,320000.0,[541570.9375]
17970,560000.0,
782,320000.0,[2459633.25]
18425,420000.0,
15123,320000.0,
9915,234000.0,
18801,230005.0,
3151,389000.0,[480573.9375]
268,272500.0,[356330.53125]
20247,2225000.0,
11765,419000.0,
2320,1810000.0,[445340.15625]
11992,738000.0,
1912,339950.0,[478899.3125]
15567,1825000.0,
3390,579000.0,[230655.625]
6955,635000.0,
18896,850000.0,
4713,412000.0,[646395.0]
14983,585000.0,
21196,1100000.0,
2923,350000.0,[404514.53125]
11762,350000.0,
4161,522500.0,[1274651.5]
16693,324950.0,
17260,500000.0,
10392,601450.0,
18436,230000.0,
9130,575000.0,
13069,735000.0,
8963,368000.0,
5005,430000.0,[371013.9375]
2873,335000.0,[632012.625]
9,323000.0,[521762.5625]
4894,332900.0,[2582349.25]
9107,925000.0,
13793,695000.0,
3031,316000.0,[408084.09375]
13287,830000.0,
10343,446000.0,
811,419000.0,[441720.5]
1277,750000.0,[721595.4375]
6733,345000.0,
15293,78000.0,
10720,912000.0,
8007,569950.0,
7736,535500.0,
3739,211000.0,[360555.875]
14933,495500.0,
15916,690000.0,
20848,353000.0,
6075,445000.0,[196620.234375]
7331,340500.0,
18880,239000.0,
15062,150000.0,
18058,244000.0,
12271,450000.0,
1461,459000.0,[218727.234375]
14751,716000.0,
6094,239000.0,[611668.6875]
17510,220000.0,
19585,312500.0,
14854,550000.0,
6886,509500.0,
6374,251100.0,[471047.09375]
5038,195000.0,[500941.625]
365,465000.0,[401348.875]
12742,135000.0,
10038,375000.0,
12044,1060000.0,
620,260000.0,[293136.125]
19303,315000.0,
2647,560000.0,[647333.0625]
7484,330000.0,
16437,472000.0,
3431,357250.0,[467168.4375]
7809,266000.0,
4593,900000.0,[306671.9375]
16958,225000.0,
5955,285000.0,[828415.9375]
107,188500.0,[459222.25]
9486,287000.0,
15075,690000.0,
2355,1187500.0,[375383.625]
11814,324950.0,
6070,671300.0,[403110.4375]
15823,435000.0,
4390,527550.0,[433508.6875]
1173,359000.0,[202042.125]
6744,333000.0,
10416,554820.0,
13609,575000.0,
1091,448000.0,[250450.140625]
12086,423000.0,
8586,795000.0,
13505,585000.0,
15946,276000.0,
9387,913000.0,
8448,525000.0,
13959,518000.0,
1431,715000.0,[319172.875]
17550,330000.0,
5007,279000.0,[225568.59375]
18868,925850.0,
8759,411500.0,
10073,499000.0,
771,341500.0,[1021592.125]
325,240500.0,[359342.34375]
2607,561000.0,[377213.6875]
14826,365000.0,
17379,563000.0,
15244,667500.0,
16859,202000.0,
5163,485000.0,[498323.3125]
3474,380000.0,[1300213.375]
9794,435000.0,
154,350000.0,[452786.25]
5546,650000.0,[729976.4375]
17505,982000.0,
21534,599000.0,
10076,380000.0,
6090,792500.0,[460501.90625]
1840,720000.0,[894194.9375]
13906,505000.0,
8930,199950.0,
19599,515000.0,
19113,610000.0,
13502,780000.0,
7586,256000.0,
17962,765000.0,
13847,525000.0,
16689,900000.0,
7072,360000.0,
7477,370000.0,
10770,92000.0,
7630,507200.0,
18957,1150000.0,
4207,360000.0,[538930.0625]
17425,480000.0,
8279,330000.0,
20386,420000.0,
8335,262000.0,
1298,748000.0,[555699.4375]
1090,837700.0,[433087.46875]
1305,428000.0,[880661.0625]
17396,780000.0,
3627,410000.0,[392556.59375]
5538,448500.0,[546980.5625]
6041,2385000.0,[590437.25]
13624,398000.0,
5766,335000.0,[466147.875]
17838,1650000.0,
14572,195000.0,
17741,809950.0,
2137,251700.0,[1579945.0]
10620,860000.0,
15019,340000.0,
8934,399950.0,
4071,324888.0,[521248.34375]
18520,695000.0,
9753,246000.0,
12272,432500.0,
19222,675000.0,
14462,417000.0,
10181,804000.0,
10716,392000.0,
5934,749400.0,[881241.9375]
17060,700000.0,
9980,497000.0,
8882,280000.0,
11902,655000.0,
14684,294950.0,
11707,402000.0,
21138,398500.0,
2238,315000.0,[454925.75]
1039,566000.0,[1022040.9375]
12746,518000.0,
11954,185000.0,
9189,139000.0,
4921,690000.0,[663268.6875]
10898,241000.0,
1550,355000.0,[1037983.25]
8655,760000.0,
14635,532500.0,
13955,439000.0,
7513,435000.0,
7116,738950.0,
15527,295000.0,
17997,630000.0,
15358,1046250.0,
11874,1400000.0,
6280,799200.0,[815705.5]
220,686000.0,[316277.6875]
12191,438950.0,
12424,899000.0,
1297,389250.0,[445996.3125]
564,638700.0,[332289.96875]
370,280000.0,[743982.0625]
11251,450000.0,
1395,545000.0,[672658.4375]
2423,575000.0,[253324.390625]
6285,1202500.0,[239577.046875]
19307,272500.0,
18895,165000.0,
18047,240000.0,
14777,299000.0,
15378,382500.0,
